id,name,position,team,pace,stamina,strength,short_passing,long_passing,vision,finishing,shot_power,dribbling,ball_control,tackling,interceptions,blocking,positioning,reflexes,handling,gk_positioning
257,Rafael Bauza,MD,Espanyol,87,82,50,96,57,50,50,50,50,50,50,50,50,55,50,50,50
258,Adrian Beck,AT,Heidenheim,80,70,50,80,72,80,60,50,60,50,50,62,50,63,50,50,50
259,Sheraldo Becker,AT,Real Sociedad,76,68,50,77,46,74,60,50,60,50,50,52,50,59,50,50,50
260,Timo Becker,DF,Holstein Kiel,64,82,50,89,58,68,50,50,50,50,60,74,60,100,50,50,50
261,Jan Bednarek,DF,Southampton,61,72,50,95,76,62,50,50,50,50,60,100,60,100,50,50,50
262,Donny van de Beek,MD,Girona,72,87,50,90,65,92,50,50,50,50,50,68,50,60,50,50,50
263,Hannes Behrens,DF,Hoffenheim,70,69,50,83,66,50,50,50,50,50,60,60,60,50,50,50,50
264,Kevin Behrens,AT,Wolfsburg,77,65,50,67,60,53,60,50,60,50,50,52,50,52,50,50,50
265,Maximilian Beier,AT,Dortmund,85,70,50,76,57,95,60,50,60,50,50,60,50,62,50,50,50
266,Luken Beitia,DF,Real Sociedad,61,78,50,100,100,50,50,50,50,50,60,60,60,52,50,50,50
267,Ismael Bekhoucha,MD,Getafe,80,87,50,50,50,50,50,50,50,50,50,54,50,50,50,50,50
268,Reda Belahyane,MD,Hellas Verona,75,95,50,89,47,98,50,50,50,50,50,70,50,72,50,50,50
269,Reda Belahyane,MD,Lazio,77,91,50,89,100,50,50,50,50,50,50,50,50,50,50,50,50
270,Haris Belkebla,MD,Angers,80,79,50,91,73,65,50,50,50,50,50,100,50,91,50,50,50
271,Yassin Belkhdim,AT,Angers,89,74,50,89,60,56,60,50,60,50,50,70,50,72,50,50,50
272,Stefan Bell,DF,Mainz 05,68,82,50,86,50,65,50,50,50,50,60,98,60,100,50,50,50
273,Armel Bella Kotchap,DF,Southampton,75,75,50,97,35,50,50,50,50,50,60,60,60,67,50,50,50
274,Raoul Bellanova,DF,Torino,66,77,50,88,50,53,50,50,50,50,60,60,60,54,50,50,50
275,Raoul Bellanova,DF,Atalanta,63,78,50,89,46,100,50,50,50,50,60,80,60,75,50,50,50
276,Jean-Ricner Bellegarde,AT,Wolves,80,84,50,90,64,100,60,50,60,50,50,70,50,60,50,50,50
277,Héctor Bellerín,DF,Betis,66,68,50,90,47,71,50,50,50,50,60,62,60,68,50,50,50
278,Jude Bellingham,MD,Real Madrid,83,92,50,91,77,100,50,50,50,50,50,84,50,64,50,50,50
279,Jeanuël Belocian,MD,Leverkusen,85,84,50,96,50,50,50,50,50,50,50,50,50,52,50,50,50
280,Andrea Belotti,AT,Como,75,79,50,83,66,71,60,50,60,50,50,52,50,58,50,50,50
281,Fran Beltrán,MD,Celta Vigo,84,93,50,92,77,80,50,50,50,50,50,84,50,76,50,50,50
282,Lucas Beltrán,AT,Fiorentina,89,68,50,84,57,100,60,50,60,50,50,58,50,61,50,50,50
283,Eliesse Ben Seghir,AT,Monaco,70,74,50,87,46,100,60,50,60,50,50,68,50,52,50,50,50
284,Carlos Benavídez,MD,Alavés,84,89,50,82,53,56,50,50,50,50,50,66,50,57,50,50,50
285,Adrian Benedyczak,AT,Parma,70,76,50,65,60,53,60,50,60,50,50,50,50,58,50,50,50
286,László Bénes,AT,Union Berlin,79,78,50,79,50,100,60,50,60,50,50,54,50,56,50,50,50
287,Iker Benito,AT,Osasuna,76,66,50,66,50,53,60,50,60,50,50,52,50,52,50,50,50
288,Ismaël Bennacer,MD,Milan,85,82,50,93,66,62,50,50,50,50,50,56,50,51,50,50,50
289,Ismaël Bennacer,MD,Marseille,65,81,50,95,63,68,50,50,50,50,50,62,50,51,50,50,50
290,Saïd Benrahma,AT,Lyon,90,85,50,87,51,92,60,50,60,50,50,56,50,52,50,50,50
291,Ramy Bensebaini,DF,Dortmund,58,69,50,92,58,89,50,50,50,50,60,84,60,100,50,50,50
292,Nabil Bentaleb,AT,Lille,91,73,50,83,83,53,60,50,60,50,50,54,50,53,50,50,50
293,Rodrigo Bentancur,MD,Tottenham,85,91,50,92,70,74,50,50,50,50,50,100,50,75,50,50,50
294,Lucas Beraldo,DF,Paris S-G,67,87,50,96,79,65,50,50,50,50,60,86,60,89,50,50,50
295,Yuri Berchiche,DF,Athletic Club,59,68,50,90,67,100,50,50,50,50,60,84,60,89,50,50,50
296,Álex Berenguer,AT,Athletic Club,72,74,50,86,35,100,60,50,60,50,50,66,50,60,50,50,50
297,Sander Berge,MD,Fulham,86,86,50,90,86,95,50,50,50,50,50,86,50,78,50,50,50
298,Lucas Bergvall,MD,Tottenham,73,87,50,91,80,68,50,50,50,50,50,82,50,67,50,50,50
299,Medon Berisha,MD,Lecce,87,91,50,90,64,68,50,50,50,50,50,60,50,54,50,50,50
300,Mergim Berisha,AT,Hoffenheim,78,79,50,85,33,59,60,50,60,50,50,50,50,53,50,50,50
301,Adrian Bernabe,MD,Parma,79,90,50,90,66,100,50,50,50,50,50,62,50,70,50,50,50
302,Marc Bernal,MD,Barcelona,82,91,50,93,90,53,50,50,50,50,50,52,50,54,50,50,50
303,Bernardo,DF,Bochum,64,88,50,82,59,62,50,50,50,50,60,84,60,100,50,50,50
304,Juan Bernat,MD,Villarreal,70,80,50,88,16,62,50,50,50,50,50,52,50,54,50,50,50
305,Juan Bernat,MD,Getafe,73,79,50,80,50,56,50,50,50,50,50,52,50,56,50,50,50
306,Maxime Bernauer,DF,Saint-Étienne,79,84,50,85,100,50,50,50,50,50,60,60,60,50,50,50,50
307,Antoine Bernede,AT,Hellas Verona,72,83,50,86,33,53,60,50,60,50,50,54,50,51,50,50,50
308,Alexander Bernhardsson,MD,Holstein Kiel,74,84,50,70,40,80,50,50,50,50,50,50,50,62,50,50,50
309,Victor Bernth Kristiansen,DF,Leicester City,63,71,50,89,43,100,50,50,50,50,60,100,60,100,50,50,50
310,Matúš Bero,MD,Bochum,75,84,50,85,41,100,50,50,50,50,50,78,50,77,50,50,50
311,Juan Berrocal,DF,Getafe,82,85,50,89,42,53,50,50,50,50,60,70,60,90,50,50,50
312,Dimitry Bertaud,GK,Montpellier,54,65,50,100,46,50,30,50,40,50,50,50,50,52,80,80,80
313,Jan-Niklas Beste,AT,Freiburg,75,65,50,81,50,53,60,50,60,50,50,52,50,52,50,50,50
314,Beto,AT,Everton,92,75,50,67,100,68,60,50,60,50,50,52,50,62,50,50,50
315,Sam Beukema,DF,Bologna,68,70,50,88,60,77,50,50,50,50,60,92,60,100,50,50,50
316,Alessandro Bianco,MD,Monza,78,79,50,87,71,92,50,50,50,50,50,72,50,87,50,50,50
317,Alessandro Bianco,MD,Fiorentina,72,86,50,60,100,50,50,50,50,50,50,50,50,50,50,50,50
318,Mika Biereth,AT,Monaco,74,74,50,69,85,83,60,50,60,50,50,54,50,55,50,50,50
319,Jaka Bijol,DF,Udinese,73,76,50,85,56,77,50,50,50,50,60,100,60,100,50,50,50
320,El Bilal Touré,AT,Stuttgart,76,78,50,78,100,71,60,50,60,50,50,50,50,51,50,50,50
321,Philip Billing,MD,Bournemouth,68,90,50,84,26,77,50,50,50,50,50,60,50,52,50,50,50
322,Philip Billing,MD,Napoli,82,83,50,66,100,56,50,50,50,50,50,52,50,51,50,50,50
323,Cristiano Biraghi,DF,Torino,66,85,50,89,43,65,50,50,50,50,60,60,60,70,50,50,50
324,Cristiano Biraghi,DF,Fiorentina,74,69,50,93,51,68,50,50,50,50,60,60,60,61,50,50,50
325,Samuele Birindelli,MD,Monza,76,93,50,87,51,77,50,50,50,50,50,62,50,68,50,50,50
326,Tom Bischof,AT,Hoffenheim,87,79,50,88,55,100,60,50,60,50,50,70,50,83,50,50,50
327,Yves Bissouma,MD,Tottenham,70,91,50,93,60,65,50,50,50,50,50,76,50,80,50,50,50
328,Leonardo Bittencourt,MD,Werder Bremen,87,84,50,91,62,83,50,50,50,50,50,72,50,60,50,50,50
329,Emmanuel Biumla,DF,Angers,80,76,50,86,59,53,50,50,50,50,60,66,60,100,50,50,50
330,Marco Bizot,GK,Brest,43,67,50,98,48,50,30,50,40,50,50,50,50,69,80,80,80
331,Bjarki Bjarkason,MD,Venezia,83,94,50,91,80,53,50,50,50,50,50,54,50,54,50,50,50
332,Antonio Blanco,MD,Alavés,67,92,50,82,60,86,50,50,50,50,50,100,50,85,50,50,50
333,Ludovic Blas,AT,Rennes,74,65,50,87,51,100,60,50,60,50,50,70,50,59,50,50,50
334,Daley Blind,DF,Girona,77,88,50,94,71,74,50,50,50,50,60,88,60,100,50,50,50
335,Myron Boadu,AT,Bochum,74,74,50,75,100,65,60,50,60,50,50,50,50,53,50,50,50
336,Augustine Boakye,AT,Saint-Étienne,68,71,50,79,66,89,60,50,60,50,50,62,50,54,50,50,50
337,Mathéo Bodmer,MD,Le Havre,68,90,50,50,50,50,50,50,50,50,50,50,50,51,50,50,50
338,Sacha Boey,DF,Bayern Munich,78,77,50,95,58,56,50,50,50,50,60,60,60,57,50,50,50
339,Jeremie Boga,AT,Nice,85,77,50,86,61,95,60,50,60,50,50,54,50,52,50,50,50
340,Lamare Bogarde,MD,Aston Villa,82,91,50,92,33,56,50,50,50,50,50,52,50,63,50,50,50
341,Emil Bohinen,MD,Genoa,77,95,50,78,80,59,50,50,50,50,50,52,50,56,50,50,50
342,Adama Boiro,DF,Athletic Club,73,78,50,92,35,56,50,50,50,50,60,66,60,74,50,50,50
343,Willy Boly,DF,Nott'ham Forest,79,80,50,94,28,50,50,50,50,50,60,60,60,62,50,50,50
344,Moïse Bombito,DF,Nice,70,80,50,93,68,53,50,50,50,50,60,72,60,100,50,50,50
345,Warren Bondo,MD,Monza,79,91,50,92,65,65,50,50,50,50,50,60,50,58,50,50,50
346,Warren Bondo,MD,Milan,70,93,50,89,100,50,50,50,50,50,50,50,50,52,50,50,50
347,Victor Boniface,AT,Leverkusen,87,85,50,74,77,74,60,50,60,50,50,50,50,54,50,50,50
348,Kevin Bonifazi,DF,Lecce,76,85,50,100,40,50,50,50,50,50,60,60,60,53,50,50,50
349,Ange-Yoan Bonny,AT,Parma,81,67,50,81,74,100,60,50,60,50,50,52,50,60,50,50,50
350,Sebastiaan Bornauw,DF,Wolfsburg,81,78,50,87,43,53,50,50,50,50,60,70,60,80,50,50,50
351,Sven Botman,DF,Newcastle Utd,61,70,50,84,66,50,50,50,50,50,60,60,60,62,50,50,50
352,Saïmon Bouabré,AT,Monaco,70,72,50,80,50,50,60,50,60,50,50,50,50,50,50,50,50
353,Ayyoub Bouaddi,MD,Lille,82,77,50,90,90,65,50,50,50,50,50,70,50,59,50,50,50
354,Badredine Bouanani,AT,Nice,84,85,50,86,57,83,60,50,60,50,50,62,50,54,50,50,50
355,Benjamin Bouchouari,MD,Saint-Étienne,63,82,50,91,70,92,50,50,50,50,50,82,50,60,50,50,50
356,Hicham Boudaoui,MD,Nice,66,80,50,88,67,77,50,50,50,50,50,86,50,85,50,50,50
357,Carlo Boukhalfa,MD,St. Pauli,78,90,50,76,30,65,50,50,50,50,50,72,50,69,50,50,50
358,Justin Bourgault,DF,Brest,76,76,50,88,44,53,50,50,50,50,60,60,60,51,50,50,50
359,Benjamin Bourigeaud,MD,Rennes,69,87,50,93,40,50,50,50,50,50,50,54,50,51,50,50,50
360,Edoardo Bove,AT,Fiorentina,80,76,50,87,75,83,60,50,60,50,50,62,50,58,50,50,50
361,Jarrod Bowen,AT,West Ham,86,70,50,82,48,100,60,50,60,50,50,70,50,69,50,50,50
362,Enzo Boyomo,DF,Osasuna,63,80,50,92,59,59,50,50,50,50,60,100,60,100,50,50,50
363,Enzo Boyomo,DF,Valladolid,78,88,50,97,57,50,50,50,50,50,60,60,60,57,50,50,50
364,Domagoj Bradarić,DF,Hellas Verona,60,83,50,85,46,95,50,50,50,50,60,66,60,85,50,50,50
365,Conor Bradley,DF,Liverpool,72,84,50,92,31,50,50,50,50,50,60,60,60,66,50,50,50
366,Bilal Brahimi,MD,Nice,69,91,50,93,50,53,50,50,50,50,50,50,50,52,50,50,50
367,Julian Brandt,MD,Dortmund,67,95,50,87,53,100,50,50,50,50,50,68,50,57,50,50,50
368,Jarrad Branthwaite,DF,Everton,61,73,50,88,51,56,50,50,50,50,60,98,60,100,50,50,50
369,Darko Brašanac,MD,Leganés,63,81,50,88,43,68,50,50,50,50,50,76,50,81,50,50,50
370,Lilian Brassier,DF,Marseille,60,81,50,95,41,53,50,50,50,50,60,68,60,78,50,50,50
371,Lilian Brassier,DF,Rennes,80,83,50,88,60,56,50,50,50,50,60,82,60,79,50,50,50
372,Matthias Braunöder,MD,Como,73,95,50,93,62,50,50,50,50,50,50,54,50,54,50,50,50
373,Iker Bravo,AT,Udinese,75,84,50,84,50,68,60,50,60,50,50,50,50,54,50,50,50
374,James Bree,DF,Southampton,74,79,50,90,51,80,50,50,50,50,60,66,60,74,50,50,50
375,Tim Breithaupt,MD,Augsburg,86,95,50,83,75,53,50,50,50,50,50,54,50,50,50,50,50
376,Gleison Bremer,DF,Juventus,68,78,50,95,80,50,50,50,50,50,60,62,60,66,50,50,50
377,Brenner,AT,Udinese,76,82,50,91,57,65,60,50,60,50,50,52,50,56,50,50,50
378,Ben Brereton,AT,Southampton,88,75,50,87,63,59,60,50,60,50,50,50,50,54,50,50,50
379,Marco Brescianini,MD,Atalanta,70,87,50,90,30,68,50,50,50,50,50,54,50,54,50,50,50
380,Maximilian Breunig,AT,Heidenheim,79,76,50,51,83,62,60,50,60,50,50,52,50,53,50,50,50
381,Anthony Briançon,DF,Saint-Étienne,74,70,50,50,50,50,50,50,50,50,60,60,60,50,50,50,50
382,Nathan Broadhead,AT,Ipswich Town,87,82,50,91,22,65,60,50,60,50,50,58,50,55,50,50,50
383,Armando Broja,AT,Everton,90,82,50,85,50,56,60,50,60,50,50,50,50,53,50,50,50
384,David Brooks,AT,Bournemouth,76,85,50,84,33,86,60,50,60,50,50,58,50,57,50,50,50
385,Arvid Brorsson,DF,Monza,59,77,50,80,57,50,50,50,50,50,60,60,60,63,50,50,50
386,Moritz Broschinski,AT,Bochum,91,68,50,76,47,77,60,50,60,50,50,52,50,67,50,50,50
387,Nathaniel Brown,MD,Eint Frankfurt,85,82,50,93,46,100,50,50,50,50,50,68,50,87,50,50,50
388,Jacob Bruun Larsen,AT,Hoffenheim,72,77,50,84,50,74,60,50,60,50,50,52,50,52,50,50,50
389,Jacob Bruun Larsen,MD,Stuttgart,85,88,50,81,50,74,50,50,50,50,50,52,50,53,50,50,50
390,Tajon Buchanan,AT,Inter,80,74,50,96,50,53,60,50,60,50,50,50,50,53,50,50,50
391,Tajon Buchanan,AT,Villarreal,88,73,50,63,20,50,60,50,60,50,50,52,50,51,50,50,50
392,Ante Budimir,AT,Osasuna,85,70,50,65,50,83,60,50,60,50,50,52,50,63,50,50,50
393,Emi Buendía,AT,Aston Villa,91,84,50,91,20,53,60,50,60,50,50,50,50,52,50,50,50
394,Emi Buendía,AT,Leverkusen,69,69,50,85,42,62,60,50,60,50,50,50,50,50,50,50,50
395,Manu Bueno,MD,Sevilla,64,95,50,91,75,50,50,50,50,50,50,50,50,52,50,50,50
396,Santiago Bueno,DF,Wolves,80,77,50,92,56,50,50,50,50,50,60,78,60,100,50,50,50
397,Endika Buján,AT,Athletic Club,82,78,50,100,50,50,60,50,60,50,50,50,50,50,50,50,50
398,Marius Bülter,AT,Hoffenheim,72,68,50,78,48,92,60,50,60,50,50,52,50,55,50,50,50
399,Facundo Buonanotte,AT,Leicester City,82,71,50,84,49,100,60,50,60,50,50,70,50,60,50,50,50
400,Alessandro Buongiorno,DF,Napoli,69,81,50,93,58,62,50,50,50,50,60,100,60,100,50,50,50
401,Cameron Burgess,DF,Ipswich Town,78,76,50,90,47,59,50,50,50,50,60,68,60,100,50,50,50
402,Jonathan Burkardt,AT,Mainz 05,77,78,50,75,67,89,60,50,60,50,50,52,50,63,50,50,50
403,Oliver Burke,AT,Werder Bremen,71,74,50,72,22,68,60,50,60,50,50,54,50,54,50,50,50
404,Dan Burn,DF,Newcastle Utd,65,86,50,91,61,62,50,50,50,50,60,82,60,100,50,50,50
405,Rareș-Cătălin Burnete,AT,Lecce,84,69,50,80,50,50,60,50,60,50,50,50,50,50,50,50,50
406,Wes Burns,AT,Ipswich Town,92,72,50,80,38,80,60,50,60,50,50,70,50,63,50,50,50
407,Marnon Busch,DF,Heidenheim,64,76,50,85,55,80,50,50,50,50,60,66,60,89,50,50,50
408,Gianluca Busio,MD,Venezia,67,94,50,83,63,100,50,50,50,50,50,72,50,86,50,50,50
409,Aurélio Buta,DF,Reims,75,86,50,88,58,74,50,50,50,50,60,84,60,93,50,50,50
410,Jean Butez,GK,Como,60,76,50,98,53,50,30,50,40,50,50,50,50,57,80,80,80
411,Marcin Bułka,GK,Nice,44,68,50,98,54,53,30,50,40,50,50,50,50,61,80,80,80
412,Pau Cabanes,AT,Villarreal,77,67,50,82,33,62,60,50,60,50,50,56,50,52,50,50,50
413,Pau Cabanes,MD,Alavés,76,84,50,80,50,50,50,50,50,50,50,50,50,50,50,50,50
414,Rémy Cabella,AT,Lille,76,72,50,89,52,100,60,50,60,50,50,66,50,54,50,50,50
415,Leandro Cabrera,DF,Espanyol,62,84,50,86,42,68,50,50,50,50,60,96,60,100,50,50,50
416,Liberato Cacace,MD,Empoli,85,90,50,83,39,98,50,50,50,50,50,72,50,95,50,50,50
417,Anthony Caci,DF,Mainz 05,58,70,50,84,51,100,50,50,50,50,60,82,60,89,50,50,50
418,Mathieu Cafaro,AT,Saint-Étienne,74,84,50,80,40,89,60,50,60,50,50,64,50,53,50,50,50
419,Moisés Caicedo,MD,Chelsea,64,79,50,92,75,100,50,50,50,50,50,100,50,88,50,50,50
420,Tom Cairney,MD,Fulham,85,77,50,94,78,74,50,50,50,50,50,58,50,51,50,50,50
421,Jens Cajuste,MD,Ipswich Town,75,90,50,88,48,74,50,50,50,50,50,88,50,71,50,50,50
422,Davide Calabria,DF,Bologna,69,81,50,84,56,77,50,50,50,50,60,60,60,54,50,50,50
423,Davide Calabria,DF,Milan,72,78,50,92,57,53,50,50,50,50,60,66,60,58,50,50,50
424,Riccardo Calafiori,DF,Arsenal,76,74,50,91,72,68,50,50,50,50,60,68,60,74,50,50,50
425,Luca Caldirola,DF,Monza,76,76,50,93,67,50,50,50,50,50,60,60,60,72,50,50,50
426,Fernando Calero,MD,Espanyol,66,88,50,95,67,53,50,50,50,50,50,72,50,75,50,50,50
427,Duje Ćaleta-Car,DF,Lyon,72,70,50,92,69,56,50,50,50,50,60,76,60,100,50,50,50
428,Hakan Çalhanoğlu,MD,Inter,81,90,50,92,71,100,50,50,50,50,50,76,50,62,50,50,50
429,Dominic Calvert-Lewin,AT,Everton,76,71,50,70,37,71,60,50,60,50,50,62,50,68,50,50,50
430,Drissa Camara,AT,Parma,69,67,50,85,40,56,60,50,60,50,50,54,50,51,50,50,50
431,Issiaga Camara,MD,Nice,67,79,50,100,50,50,50,50,50,50,50,56,50,50,50,50,50
432,Lamine Camara,MD,Monaco,69,81,50,87,61,100,50,50,50,50,50,96,50,72,50,50,50
433,Mahdi Camara,MD,Brest,75,89,50,89,57,100,50,50,50,50,50,94,50,71,50,50,50
434,Francesco Camarda,AT,Milan,70,84,50,91,50,56,60,50,60,50,50,50,50,53,50,50,50
435,Eduardo Camavinga,MD,Real Madrid,80,87,50,93,62,74,50,50,50,50,50,66,50,63,50,50,50
436,Nicolò Cambiaghi,AT,Bologna,77,85,50,87,50,65,60,50,60,50,50,54,50,51,50,50,50
437,Andrea Cambiaso,AT,Juventus,84,73,50,94,77,100,60,50,60,50,50,70,50,75,50,50,50
438,Axel Camblan,AT,Brest,78,69,50,40,50,50,60,50,60,50,50,50,50,50,50,50,50
439,Sergio Camello,AT,Rayo Vallecano,71,75,50,84,77,100,60,50,60,50,50,58,50,66,50,50,50
440,José Campaña,MD,Las Palmas,80,84,50,92,70,74,50,50,50,50,50,84,50,63,50,50,50
441,Thomas Campaniello,AT,Empoli,69,76,50,60,50,50,60,50,60,50,50,50,50,50,50,50,50
442,Cole Campbell,AT,Dortmund,76,74,50,88,100,50,60,50,60,50,50,50,50,51,50,50,50
443,Emre Can,MD,Dortmund,72,85,50,94,67,62,50,50,50,50,50,80,50,100,50,50,50
444,Peio Canales,AT,Athletic Club,75,73,50,90,33,56,60,50,60,50,50,52,50,51,50,50,50
445,Matteo Cancellieri,AT,Parma,92,69,50,75,32,83,60,50,60,50,50,70,50,81,50,50,50
446,Fali Candé,DF,Venezia,81,73,50,95,43,56,50,50,50,50,60,60,60,85,50,50,50
447,Antonio Candela,DF,Venezia,80,71,50,86,42,77,50,50,50,50,60,66,60,72,50,50,50
448,Antonio Candela,DF,Valladolid,71,83,50,93,47,53,50,50,50,50,60,60,60,58,50,50,50
449,Sergi Canós,AT,Valencia,87,84,50,80,26,62,60,50,60,50,50,60,50,54,50,50,50
450,Jaydee Canvot,MD,Toulouse,85,88,50,92,57,59,50,50,50,50,50,64,50,74,50,50,50
451,Pierrick Capelle,MD,Angers,65,75,50,86,52,65,50,50,50,50,50,68,50,55,50,50,50
452,Gianluca Caprari,AT,Monza,72,65,50,91,52,100,60,50,60,50,50,56,50,52,50,50,50
453,Elia Caprile,GK,Cagliari,55,72,50,100,44,50,30,50,40,50,50,50,50,51,80,80,80
454,Elia Caprile,GK,Napoli,60,78,50,100,60,50,30,50,40,50,50,50,50,52,80,80,80
455,Gabin Capuano,AT,Lens,78,74,50,100,50,50,60,50,60,50,50,50,50,50,50,50,50
456,Francesco Caputo,AT,Empoli,74,67,50,100,50,50,60,50,60,50,50,50,50,50,50,50,50
457,Maxence Caqueret,MD,Como,72,92,50,85,80,65,50,50,50,50,50,50,50,54,50,50,50
458,Maxence Caqueret,MD,Lyon,71,95,50,84,60,80,50,50,50,50,50,64,50,52,50,50,50
459,Simon Cara,MD,Montpellier,68,91,50,66,50,50,50,50,50,50,50,50,50,50,50,50,50
460,Andrea Carboni,DF,Monza,82,73,50,92,59,62,50,50,50,50,60,92,60,100,50,50,50
461,Franco Carboni,DF,Venezia,71,75,50,85,33,56,50,50,50,50,60,60,60,61,50,50,50
462,Valentin Carboni,AT,Marseille,68,80,50,94,75,59,60,50,60,50,50,52,50,51,50,50,50
463,Cárdenas,GK,Rayo Vallecano,52,70,50,100,30,50,30,50,40,50,50,50,50,53,80,80,80
464,Irvin Cardona,AT,Espanyol,77,74,50,76,28,77,60,50,60,50,50,58,50,60,50,50,50
465,Irvin Cardona,AT,Saint-Étienne,69,66,50,80,50,62,60,50,60,50,50,52,50,51,50,50,50
466,Marc Cardona,AT,Las Palmas,88,65,50,93,100,50,60,50,60,50,50,50,50,50,50,50,50
467,Sergi Cardona,DF,Villarreal,58,73,50,87,44,100,50,50,50,50,60,100,60,100,50,50,50
468,Johnny Cardoso,MD,Betis,82,77,50,90,64,71,50,50,50,50,50,100,50,97,50,50,50
469,Tiago Cardoso,GK,Gladbach,59,66,50,100,50,50,30,50,40,50,50,50,50,50,80,80,80
470,Patrik Carlgren,GK,Nantes,61,71,50,100,48,50,30,50,40,50,50,50,50,50,80,80,80
471,Diego Carlos,DF,Aston Villa,58,78,50,91,65,50,50,50,50,50,60,60,60,86,50,50,50
472,Carmona,DF,Sevilla,59,84,50,87,50,83,50,50,50,50,60,100,60,100,50,50,50
473,Marco Carnesecchi,GK,Atalanta,51,67,50,100,45,53,30,50,40,50,50,50,50,66,80,80,80
474,Sergio Carreira,MD,Celta Vigo,72,86,50,87,48,80,50,50,50,50,50,66,50,72,50,50,50
475,Dani Carvajal,DF,Real Madrid,78,84,50,92,74,65,50,50,50,50,60,70,60,69,50,50,50
476,Fabio Carvalho,AT,Brentford,76,83,50,83,38,62,60,50,60,50,50,56,50,52,50,50,50
477,William Carvalho,MD,Betis,67,89,50,90,58,53,50,50,50,50,50,56,50,54,50,50,50
478,Cesare Casadei,MD,Torino,72,77,50,85,46,56,50,50,50,50,50,54,50,58,50,50,50
479,Marc Casado,MD,Barcelona,82,75,50,92,66,77,50,50,50,50,50,94,50,71,50,50,50
480,Nicolò Casale,DF,Bologna,60,70,50,88,80,56,50,50,50,50,60,68,60,83,50,50,50
481,Nicolò Casale,DF,Lazio,78,69,50,90,76,50,50,50,50,50,60,60,60,52,50,50,50
482,Casemiro,MD,Manchester Utd,69,85,50,87,60,100,50,50,50,50,50,70,50,87,50,50,50
483,Kaelan Casey,DF,West Ham,63,85,50,50,50,50,50,50,50,50,60,60,60,51,50,50,50
484,Matty Cash,AT,Aston Villa,74,85,50,89,44,77,60,50,60,50,50,70,50,88,50,50,50
485,Josué Casimir,AT,Le Havre,82,76,50,84,47,89,60,50,60,50,50,54,50,76,50,50,50
486,Federico Cassa,AT,Atalanta,81,73,50,100,50,50,60,50,60,50,50,50,50,50,50,50,50
487,Cristian Cásseres Jr.,MD,Toulouse,83,81,50,82,50,100,50,50,50,50,50,100,50,81,50,50,50
488,Timothy Castagne,DF,Fulham,61,79,50,90,47,74,50,50,50,50,60,82,60,100,50,50,50
489,Valentín Castellanos,AT,Lazio,69,80,50,73,47,100,60,50,60,50,50,60,50,69,50,50,50
490,Jean-Charles Castelletto,MD,Nantes,66,76,50,93,61,56,50,50,50,50,50,94,50,100,50,50,50
491,Santiago Castro,AT,Bologna,69,85,50,81,73,100,60,50,60,50,50,56,50,69,50,50,50
492,Gaetano Castrovilli,AT,Monza,77,66,50,91,25,53,60,50,60,50,50,54,50,53,50,50,50
493,Gaetano Castrovilli,AT,Lazio,91,72,50,82,100,56,60,50,60,50,50,56,50,51,50,50,50
494,Danilo Cataldi,MD,Fiorentina,82,92,50,89,51,80,50,50,50,50,50,80,50,70,50,50,50
495,Catena,DF,Osasuna,71,76,50,90,52,59,50,50,50,50,60,94,60,100,50,50,50
496,Maximiliano Caufriez,DF,Valencia,65,84,50,100,50,50,50,50,50,50,60,60,60,54,50,50,50
497,Dani Ceballos,MD,Real Madrid,64,75,50,97,79,92,50,50,50,50,50,76,50,56,50,50,50
498,Abdoulie Ceesay,AT,St. Pauli,86,83,50,66,50,50,60,50,60,50,50,50,50,51,50,50,50
499,Zeki Çelik,DF,Roma,70,85,50,89,57,92,50,50,50,50,60,68,60,100,50,50,50
500,Fabien Centonze,DF,Nantes,74,85,50,92,60,59,50,50,50,50,60,60,60,57,50,50,50
501,Alberto Cerri,AT,Como,90,67,50,62,100,50,60,50,60,50,50,50,50,51,50,50,50
502,Franco Cervi,AT,Celta Vigo,68,73,50,78,36,65,60,50,60,50,50,66,50,56,50,50,50
503,Julian Chabot,DF,Stuttgart,64,76,50,94,60,65,50,50,50,50,60,100,60,100,50,50,50
504,El Chadaille Bitshiabu,DF,RB Leipzig,62,71,50,90,56,62,50,50,50,50,60,64,60,95,50,50,50
505,Fares Chaïbi,AT,Eint Frankfurt,87,85,50,84,37,100,60,50,60,50,50,64,50,73,50,50,50
506,Trevoh Chalobah,DF,Crystal Palace,60,69,50,88,51,62,50,50,50,50,60,88,60,100,50,50,50
507,Trevoh Chalobah,DF,Chelsea,80,74,50,95,65,56,50,50,50,50,60,62,60,62,50,50,50
508,Timothy Chandler,DF,Eint Frankfurt,66,85,50,83,50,50,50,50,50,50,60,60,60,52,50,50,50
509,Conor Chaplin,AT,Ipswich Town,75,74,50,84,35,68,60,50,60,50,50,56,50,52,50,50,50
510,Brendan Chardonnet,DF,Brest,60,83,50,91,52,65,50,50,50,50,60,98,60,100,50,50,50
511,Gabriel Charpentier,AT,Parma,78,76,50,69,100,71,60,50,60,50,50,50,50,59,50,50,50
512,Raúl Chasco,DF,Valladolid,65,74,50,78,43,53,50,50,50,50,60,60,60,52,50,50,50
